Cluster_ID,Best_Match,Similarity_Pct,Status,Total_Reads,Pct_of_Sample,Num_ASVs
Cluster_145,Eukaryota;Obazoa;Opisthokonta;Metazoa;Platyhelminthes;Turbellaria;Seriata;Schmidtea;Schmidtea_mediterranea;,49.97,Candidate novel taxon,112,0.07,13
Cluster_247,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Cryptogregarinorida;Cryptosporidiidae;Cryptosporidium1;Cryptosporidium1_sp.;,75.32,Low confidence / possible divergent,112,0.07,45
Cluster_910,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_roscoffensis;,73.01,Low confidence / possible divergent,112,0.07,13
Cluster_446,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Orbiliomycetes;Orbilia;Orbilia_laevimarginata;,71.15,Low confidence / possible divergent,111,0.07,20
Cluster_403,Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea_3;Prostomatea_3_X;Holophryidae;Holophryidae_X;Holophryidae_X_sp.;,34.23,Candidate novel taxon,110,0.07,11
Cluster_424,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiales_X;Chytridiales_XX;Chytridiales_XX_sp.;,67.28,Low confidence / possible divergent,109,0.07,9
Cluster_347,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Cassidulinidae;Islandiella;Islandiella_sp.;,60.12,Candidate novel taxon,109,0.07,15
Cluster_974,Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Vitrelladida;Vitrellaceae;Vitrella;Vitrella_sp.;,75.52,Low confidence / possible divergent,108,0.07,13
Cluster_645,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_roscoffensis;,70.95,Low confidence / possible divergent,107,0.07,11
Cluster_331,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiales_X;Chytridiales_XX;Chytridiales_XX_sp.;,59.74,Candidate novel taxon,107,0.07,8
Cluster_322,Eukaryota;Obazoa;Opisthokonta;Metazoa;Craniata;Craniata_X;Teleostei;Tenualosa;Tenualosa_reevesii;,75.6,Low confidence / possible divergent,107,0.07,9
Cluster_401,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,64.59,Candidate novel taxon,107,0.07,15
Cluster_999,Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Vitrelladida;Vitrellaceae;Vitrella;Vitrella_sp.;,77.63,Low confidence / possible divergent,106,0.07,6
Cluster_246,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Chelicerata;Arachnida;Stigmalychus;Stigmalychus_sp.;,74.58,Low confidence / possible divergent,106,0.07,19
Cluster_688,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,79.1,Low confidence / possible divergent,106,0.07,11
Cluster_375,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Cyberlindnera;Cyberlindnera_americana;,71.62,Low confidence / possible divergent,106,0.07,16
Cluster_875,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Cryptogregarinorida;Cryptosporidiidae;Cryptosporidium;Cryptosporidium_sp.;,74.99,Low confidence / possible divergent,105,0.07,16
Cluster_1000,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Azadinium;Azadinium_sp.;,79.01,Low confidence / possible divergent,105,0.07,5
Cluster_634,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,74.99,Low confidence / possible divergent,104,0.07,14
Cluster_308,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,72.23,Low confidence / possible divergent,103,0.07,15
Cluster_388,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiales_X;Chytridiales_XX;Chytridiales_XX_sp.;,38.42,Candidate novel taxon,103,0.07,26
Cluster_768,Eukaryota;Amoebozoa;Evosea;Evosea_X;Variosea;Protosteliida;Protosteliida_X;Protostelium;Protostelium_mycophagum;,73.4,Low confidence / possible divergent,103,0.07,8
Cluster_1005,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,77.95,Low confidence / possible divergent,102,0.06,14
Cluster_356,Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Haptoria_5;Pleurostomatida;Pleurostomatida_X;Pleurostomatida_X_sp.;,72.35,Low confidence / possible divergent,102,0.06,15
Cluster_995,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Azadinium;Azadinium_sp.;,82.87,Confident match,102,0.06,7
Cluster_985,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Lanspora;Lanspora_coronata;,80.34,Confident match,101,0.06,13
Cluster_707,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,72.25,Low confidence / possible divergent,100,0.06,9
Cluster_960,Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;,72.09,Low confidence / possible divergent,100,0.06,7
Cluster_112,Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea_3;Prostomatea_3_X;Holophryidae;Holophryidae_X;Holophryidae_X_sp.;,68.36,Low confidence / possible divergent,100,0.06,6
Cluster_922,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiaceae;Phlyctochytrium;Phlyctochytrium_sp.;,73.76,Low confidence / possible divergent,100,0.06,26
Cluster_587,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,73.61,Low confidence / possible divergent,100,0.06,14
Cluster_35,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Bolivinitidae;Bolivina;Bolivina_skagerrakensis;,67.71,Low confidence / possible divergent,100,0.06,43
Cluster_889,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,70.86,Low confidence / possible divergent,99,0.06,17
Cluster_586,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,71.51,Low confidence / possible divergent,99,0.06,13
Cluster_614,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Penicillium;Penicillium_chrysogenum;,81.49,Confident match,99,0.06,15
Cluster_849,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon;Hepatozoon_sp.;,80.82,Confident match,99,0.06,11
Cluster_1010,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,79.11,Low confidence / possible divergent,98,0.06,6
Cluster_55,Eukaryota;TSAR;Rhizaria;Radiolaria;Polycystinea;Nassellaria;Collosphaeridae;Disolenia;Disolenia_zanguebarica;,46.59,Candidate novel taxon,97,0.06,10
Cluster_678,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,80.51,Confident match,97,0.06,13
Cluster_526,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces_pseudodichotomus;,73.35,Low confidence / possible divergent,95,0.06,15
Cluster_370,Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Myxogastria_Lucisporidia;Myxogastria_Lucisporidia_X;Trichiidae;Arcyria;Arcyria_cinerea;,56.07,Candidate novel taxon,95,0.06,12
Cluster_968,Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Vitrelladida;Vitrellaceae;Vitrella;Vitrella_sp.;,77.7,Low confidence / possible divergent,94,0.06,11
Cluster_326,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Chytridiales;Chytridiales_X;Chytridiales_XX;Chytridiales_XX_sp.;,39.78,Candidate novel taxon,93,0.06,12
Cluster_912,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Azadinium;Azadinium_sp.;,80.4,Confident match,93,0.06,11
Cluster_103,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Globorotaliidae;Globorotalia;Globorotalia_ungulata;,60.37,Candidate novel taxon,93,0.06,42
Cluster_1015,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Azadinium;Azadinium_sp.;,79.47,Low confidence / possible divergent,93,0.06,6
Cluster_329,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales;Spizellomycetaceae;Spizellomyces;Spizellomyces_sp.;,75.47,Low confidence / possible divergent,93,0.06,14
Cluster_117,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystis-Group;Blastocystis;Blastocystis_sp.;,80.5,Confident match,92,0.06,9
Cluster_296,Eukaryota;Obazoa;Opisthokonta;Metazoa;Cnidaria;Cnidaria_X;Staurozoa;Calvadosia;Calvadosia_cruxmelitensis;,72.33,Low confidence / possible divergent,92,0.06,18
Cluster_665,Eukaryota;TSAR;Alveolata;Ciliophora;CONThreeP;CONThreeP_X;CONThreeP_XX;Askenasia;Askenasia_sp.;,76.57,Low confidence / possible divergent,92,0.06,16
Cluster_604,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon;Hepatozoon_sp.;,74.95,Low confidence / possible divergent,91,0.06,13
Cluster_136,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Babesiidae;Babesia10;Babesia_divergens;,71.63,Low confidence / possible divergent,90,0.06,10
Cluster_481,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;Sarcocystidae;Sarcocystis;Sarcocystis_medusiformis;,76.89,Low confidence / possible divergent,90,0.06,12
Cluster_888,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Cryptogregarinorida;Cryptosporidiidae;Cryptosporidium;Cryptosporidium_sp.;,71.72,Low confidence / possible divergent,88,0.06,10
Cluster_454,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Scuticociliatia_2_XX;Scuticociliatia_2_XX_sp.;,66.8,Low confidence / possible divergent,88,0.06,10
Cluster_661,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_hoi;,73.72,Low confidence / possible divergent,88,0.06,11
Cluster_523,Eukaryota;TSAR;Alveolata;Ciliophora;Litostomatea;Litostomatea_X;Litostomatea_XX;Litostomatea_XXX;Litostomatea_XXX_sp.;,76.8,Low confidence / possible divergent,88,0.06,14
Cluster_77,Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea_3;Prostomatea_3_X;Holophryidae;Holophryidae_X;Holophryidae_X_sp.;,55.09,Candidate novel taxon,88,0.06,10
Cluster_916,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria9;Theileria_annulata;,77.04,Low confidence / possible divergent,88,0.06,17
Cluster_272,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,74.36,Low confidence / possible divergent,87,0.06,12
Cluster_686,Eukaryota;Amoebozoa;Evosea;Evosea_X;Archamoebea;Archamoebea_X;Entamoebidae;Entamoeba;Entamoeba_polecki;,76.25,Low confidence / possible divergent,87,0.06,9
Cluster_88,Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea_3;Prostomatea_3_X;Holophryidae;Holophryidae_X;Holophryidae_X_sp.;,49.15,Candidate novel taxon,87,0.06,15
Cluster_618,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Lanspora;Lanspora_coronata;,70.0,Low confidence / possible divergent,86,0.05,12
Cluster_124,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Eurotiomycetes;Aspergillus;Aspergillus_niger;,52.61,Candidate novel taxon,85,0.05,10
Cluster_720,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,80.45,Confident match,85,0.05,8
Cluster_350,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,75.89,Low confidence / possible divergent,85,0.05,15
Cluster_1016,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,77.94,Low confidence / possible divergent,85,0.05,8
Cluster_270,Eukaryota:plas;Archaeplastida:plas;Chlorophyta:plas;Chlorophyta_X:plas;Ulvophyceae:plas;Bryopsidales:plas;Ostreobiaceae:plas;Ostreobium:plas;Ostreobium_sp.:plas;,74.97,Low confidence / possible divergent,85,0.05,35
Cluster_527,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,74.04,Low confidence / possible divergent,84,0.05,14
Cluster_966,Eukaryota;TSAR;Alveolata;Chrompodellids;Colpodellidea;Vitrelladida;Vitrellaceae;Vitrella;Vitrella_sp.;,76.79,Low confidence / possible divergent,83,0.05,14
Cluster_279,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Scuticociliatia_2_XX;Scuticociliatia_2_XX_sp.;,62.72,Candidate novel taxon,83,0.05,5
Cluster_489,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,79.92,Low confidence / possible divergent,83,0.05,12
Cluster_842,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Dothideomycetes;Cenococcum;Cenococcum_geophilum;,78.44,Low confidence / possible divergent,83,0.05,14
Cluster_256,Eukaryota;Excavata;Discoba;Euglenozoa;Euglenida;Petalomonadida;Eupetalomonads_X;Eupetalomonads_XX;Eupetalomonads_XX_sp.;,71.37,Low confidence / possible divergent,82,0.05,17
Cluster_673,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Spizellomycetales;Powellomycetaceae;Powellomyces;Powellomyces_sp.;,75.77,Low confidence / possible divergent,82,0.05,10
Cluster_451,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Porosporidae;Porosporidae_X;Porosporidae_X_sp.;,71.84,Low confidence / possible divergent,82,0.05,10
Cluster_949,Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Suctoria;Evaginogenida;Evaginogenida_X;Evaginogenida_X_sp.;,69.82,Low confidence / possible divergent,82,0.05,8
Cluster_901,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Adeleida;Hepatozoidae;Hepatozoon;Hepatozoon_sp.;,77.89,Low confidence / possible divergent,82,0.05,13
Cluster_510,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,77.45,Low confidence / possible divergent,81,0.05,14
Cluster_511,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,76.21,Low confidence / possible divergent,81,0.05,20
Cluster_866,Eukaryota;TSAR;Alveolata;Ciliophora;Phyllopharyngea;Cyrtophoria_4;Chilodonellidae;Chilodonella;Chilodonella_sp.;,66.77,Low confidence / possible divergent,81,0.05,10
Cluster_667,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,78.32,Low confidence / possible divergent,81,0.05,10
Cluster_486,Eukaryota;TSAR;Rhizaria;Cercozoa;Filosa-Granofilosea;Filosa-Granofilosea_X;Filosa-Granofilosea_XX;Filosa-Granofilosea_XXX;Filosa-Granofilosea_XXX_sp.;,66.5,Low confidence / possible divergent,81,0.05,16
Cluster_91,Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Paraphysomonadales;Paraphysomonadaceae;Paraphysomonas;Paraphysomonas_sp.;,51.29,Candidate novel taxon,81,0.05,10
Cluster_928,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Peridiniales;Amphidomataceae;Azadinium;Azadinium_sp.;,81.56,Confident match,80,0.05,7
Cluster_495,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria9;Theileria_annulata;,73.64,Low confidence / possible divergent,80,0.05,9
Cluster_611,Eukaryota;Obazoa;Opisthokonta;Metazoa;Arthropoda;Chelicerata;Arachnida;Glossilus;Glossilus_sp.;,74.79,Low confidence / possible divergent,80,0.05,14
Cluster_672,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Cryptogregarinorida;Cryptosporidiidae;Cryptosporidium3;Cryptosporidium3_sp.;,75.48,Low confidence / possible divergent,80,0.05,9
Cluster_67,Eukaryota;TSAR;Alveolata;Ciliophora;Prostomatea_3;Prostomatea_3_X;Holophryidae;Holophryidae_X;Holophryidae_X_sp.;,50.0,Candidate novel taxon,80,0.05,15
Cluster_855,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Sordariomycetes;Lanspora;Lanspora_coronata;,82.96,Confident match,80,0.05,12
Cluster_724,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Chloropicophyceae;Chloropicales;Chloropicaceae;Chloropicon;Chloropicon_roscoffensis;,76.29,Low confidence / possible divergent,80,0.05,12
Cluster_214,Eukaryota:plas;TSAR:plas;Stramenopiles:plas;Gyrista:plas;Bacillariophyceae:plas;Bacillariophyceae_X:plas;Bacillariophyceae_XX:plas;Bacillariophyceae_XXX:plas;Bacillariophyceae_XXX_sp.:plas;,66.48,Low confidence / possible divergent,79,0.05,35
Cluster_42,Eukaryota;Amoebozoa;Discosea;Discosea_X;Flabellinia;Vannellida;Vannellida_X;Vannellida_XX;Vannellida_XX_sp.;,59.63,Candidate novel taxon,79,0.05,15
Cluster_438,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria9;Theileria_lestoquardi;,74.49,Low confidence / possible divergent,79,0.05,13
Cluster_284,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Eimeriida;Sarcocystidae;Sarcocystis;Sarcocystis_medusiformis;,75.18,Low confidence / possible divergent,79,0.05,9
Cluster_795,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,80.71,Confident match,78,0.05,18
Cluster_731,Eukaryota;Amoebozoa;Discosea;Discosea_X;Centramoebia;Acanthopodida;Acanthamoebidae;Acanthamoeba;Acanthamoeba_sp.;,73.63,Low confidence / possible divergent,78,0.05,9
Cluster_608,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Globigerinella;Globigerinella_siphonifera;,68.12,Low confidence / possible divergent,78,0.05,16
Cluster_382,Eukaryota;TSAR;Rhizaria;Cercozoa;Sainouroidea;Sainouroidea_X;Guttulinopsidae;Rosculus;Rosculus_vulgaris;,55.63,Candidate novel taxon,78,0.05,11
Cluster_701,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Mamiellaceae;Micromonas;Micromonas_polaris;,77.16,Low confidence / possible divergent,77,0.05,12
Cluster_627,Eukaryota;Amoebozoa;Evosea;Evosea_X;Archamoebea;Archamoebea_X;Entamoebidae;Entamoeba;Entamoeba_polecki;,79.58,Low confidence / possible divergent,77,0.05,8
Cluster_775,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,77.67,Low confidence / possible divergent,77,0.05,6
Cluster_285,Eukaryota;Archaeplastida;Chlorophyta;Chlorophyta_X;Mamiellophyceae;Mamiellales;Bathycoccaceae;Bathycoccus;Bathycoccus_prasinos;,76.6,Low confidence / possible divergent,77,0.05,32
Cluster_383,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,66.25,Low confidence / possible divergent,77,0.05,15
Cluster_569,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,75.76,Low confidence / possible divergent,76,0.05,5
Cluster_127,Eukaryota:mito;Obazoa:mito;Opisthokonta:mito;Fungi:mito;Ascomycota:mito;Pezizomycotina:mito;Lecanoromycetes:mito;Cryptodiscus:mito;Cryptodiscus_pini:mito;,50.5,Candidate novel taxon,76,0.05,17
Cluster_827,Eukaryota;TSAR;Stramenopiles;Bigyra;Sagenista;Labyrinthulomycetes;Thraustochytriaceae;Ulkenia;Ulkenia_sp.;,77.64,Low confidence / possible divergent,76,0.05,12
Cluster_882,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,79.53,Low confidence / possible divergent,76,0.05,13
Cluster_576,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,71.01,Low confidence / possible divergent,76,0.05,6
Cluster_568,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Operculariidae;OLIGO1;OLIGO1_sp.;,75.97,Low confidence / possible divergent,76,0.05,15
Cluster_503,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Pezizomycotina;Lecanoromycetes;Lecidella;Lecidella_euphorea;,74.55,Low confidence / possible divergent,75,0.05,7
Cluster_152,Eukaryota;Amoebozoa;Evosea;Eumycetozoa;Eumycetozoa_X;Dictyosteliida;Dictyosteliida_X;Dictyostelium;Dictyostelium_sp.;,63.29,Candidate novel taxon,75,0.05,7
Cluster_1008,Eukaryota;Obazoa;Opisthokonta;Fungi;Chytridiomycota;Zygorhizidiales;Zygorhizidiaceae;Zygorhizidium;Zygorhizidium_sp.;,81.53,Confident match,75,0.05,9
Cluster_412,Eukaryota;TSAR;Stramenopiles;Gyrista;Chrysophyceae;Chrysophyceae_X;Chrysophyceae_XX;Chrysophyceae_XXX;Chrysophyceae_XXX_sp.;,43.35,Candidate novel taxon,75,0.05,13
Cluster_391,Eukaryota;TSAR;Telonemia;Telonemia_X;Telonemia_XX;Telonemia_XXX;Telonemia-Group-2;Telonemia-Group-2_X;Telonemia-Group-2_X_sp.;,62.65,Candidate novel taxon,75,0.05,5
Cluster_338,Eukaryota;TSAR;Alveolata;Apicomplexa;Gregarinomorphea;Eugregarinorida;Cephaloidophoridae;Cephaloidophoridae_X;Cephaloidophoridae_X_sp.;,53.06,Candidate novel taxon,75,0.05,11
Cluster_890,Eukaryota;Excavata;Discoba;Discoba_X;Heterolobosea;Tetramitia_VI;Tetramitia_VI_X;Paravahlkampfia;Paravahlkampfia_sp.;,76.96,Low confidence / possible divergent,74,0.05,8
Cluster_38,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Gonyaulacales;Pyrocystaceae;Alexandrium;Alexandrium_catenella;,49.71,Candidate novel taxon,74,0.05,35
Cluster_699,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,73.83,Low confidence / possible divergent,74,0.05,16
Cluster_209,Eukaryota;Obazoa;Opisthokonta;Metazoa;Nematoda;Chromadorea;Chromadorea_X;Bursaphelenchus;Bursaphelenchus_sp.;,70.68,Low confidence / possible divergent,74,0.05,16
Cluster_623,Eukaryota;Obazoa;Opisthokonta;Fungi;Mucoromycota;Glomeromycotina;Glomerales;Glomus;Glomus_sp.;,78.24,Low confidence / possible divergent,74,0.05,9
Cluster_12,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Hymenostomatia;Tetrahymenida;Tetrahymena;Tetrahymena_rostrata;,45.44,Candidate novel taxon,74,0.05,15
Cluster_923,Eukaryota;TSAR;Alveolata;Dinoflagellata;Dinophyceae;Suessiales;Suessiales_X;Suessiales_XX;Suessiales_XX_sp.;,72.64,Low confidence / possible divergent,74,0.05,9
Cluster_4,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Pulleniidae;Pullenia;Pullenia_subcarinata;,61.76,Candidate novel taxon,73,0.05,9
Cluster_280,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Scuticociliatia_2;Scuticociliatia_2_X;Scuticociliatia_2_XX;Scuticociliatia_2_XX_sp.;,60.97,Candidate novel taxon,73,0.05,10
Cluster_159,Eukaryota;TSAR;Stramenopiles;Bigyra;Opalozoa;Opalinata;Blastocystis-Group;Blastocystis;Blastocystis_hominis;,53.72,Candidate novel taxon,73,0.05,31
Cluster_79,Eukaryota:mito;Obazoa:mito;Opisthokonta:mito;Fungi:mito;Ascomycota:mito;Pezizomycotina:mito;Lecanoromycetes:mito;Cryptodiscus:mito;Cryptodiscus_pini:mito;,56.83,Candidate novel taxon,72,0.05,16
Cluster_3,Eukaryota;TSAR;Rhizaria;Foraminifera;Globothalamea;Rotaliida;Globigerinidae;Turborotalita;Turborotalita_humilis;,53.72,Candidate novel taxon,72,0.05,11
Cluster_683,Eukaryota;TSAR;Alveolata;Apicomplexa;Coccidiomorphea;Piroplasmorida;Theileriidae;Theileria3;Theileria_capreoli;,76.69,Low confidence / possible divergent,72,0.05,9
Cluster_371,Eukaryota;Obazoa;Opisthokonta;Fungi;Ascomycota;Saccharomycotina;Saccharomycetales;Cyberlindnera;Cyberlindnera_americana;,68.09,Low confidence / possible divergent,72,0.05,11
Cluster_498,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,72.96,Low confidence / possible divergent,72,0.05,9
Cluster_728,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Apostomatia;Apostomatia_X;Apostomatia_XX;Apostomatia_XX_sp.;,64.07,Candidate novel taxon,72,0.05,22
Cluster_744,Eukaryota;TSAR;Alveolata;Ciliophora;Oligohymenophorea;Peritrichia_2;Sessilida;Sessilida_X;Sessilida_X_sp.;,84.83,Confident match,71,0.05,14
